timestamp,temp,pressure,vibration,label
2025-09-21 07:22:00,47.62,1.025,0.025,normal
2025-09-21 07:23:00,46.61,1.02,0.028,normal
2025-09-21 07:24:00,45.82,1.111,0.03,abnormal
2025-09-21 07:25:00,45.93,1.041,0.03,normal
2025-09-21 07:26:00,51.06,1.05,0.121,abnormal
2025-09-21 07:27:00,48.46,1.025,-0.005,abnormal
2025-09-21 07:28:00,46.61,1.048,0.021,normal
2025-09-21 07:29:00,45.42,1.047,0.022,normal
2025-09-21 07:30:00,45.36,1.037,0.032,normal
2025-09-21 07:31:00,46.47,1.038,0.03,normal
2025-09-21 07:32:00,46.51,1.033,0.028,normal
2025-09-21 07:33:00,47.53,1.037,0.027,normal
2025-09-21 07:34:00,47.17,1.033,0.034,normal
2025-09-21 07:35:00,51.66,0.97,0.028,abnormal
2025-09-21 07:36:00,48.05,1.003,0.033,normal
2025-09-21 07:37:00,46.65,1.002,0.036,normal
2025-09-21 07:38:00,54.42,1.017,0.036,abnormal
2025-09-21 07:39:00,51.1,1.015,0.039,abnormal
2025-09-21 07:40:00,48.37,1.026,0.038,normal
2025-09-21 07:41:00,48.21,1.011,0.035,normal
2025-09-21 07:42:00,48.31,1.04,0.03,normal
2025-09-21 07:43:00,46.27,1.019,0.025,normal
2025-09-21 07:44:00,47.23,1.034,0.023,normal
2025-09-21 07:45:00,47.4,1.03,0.027,normal
2025-09-21 07:46:00,46.98,1.031,0.025,normal
2025-09-21 07:47:00,47.35,1.03,0.024,normal
2025-09-21 07:48:00,52.59,1.013,0.035,abnormal
2025-09-21 07:49:00,49.45,1.037,0.037,normal
2025-09-21 07:50:00,49.4,1.025,0.029,normal
2025-09-21 07:51:00,49.1,1.011,0.034,normal
2025-09-21 07:52:00,46.96,1.006,0.068,abnormal
2025-09-21 07:53:00,46.8,1.01,0.043,abnormal
2025-09-21 07:54:00,47.22,1.034,0.036,normal
2025-09-21 07:55:00,47.54,1.05,0.027,normal
2025-09-21 07:56:00,47.45,1.028,0.027,normal
2025-09-21 07:57:00,47.82,1.027,0.019,abnormal
2025-09-21 07:58:00,47.98,1.013,0.023,normal
2025-09-21 07:59:00,48.65,1.029,0.03,normal
2025-09-21 08:00:00,49.38,1.032,0.029,normal
2025-09-21 08:01:00,46.44,1.041,0.022,normal
2025-09-21 08:02:00,45.83,1.022,0.029,normal
2025-09-21 08:03:00,45.85,1.028,0.035,normal
2025-09-21 08:04:00,47.83,1.015,0.024,normal
2025-09-21 08:05:00,48.82,1.014,0.034,normal
2025-09-21 08:06:00,47.17,1.023,0.037,normal
2025-09-21 08:07:00,49.17,1.012,0.027,normal
2025-09-21 08:08:00,47.9,1.025,0.031,normal
2025-09-21 08:09:00,46.76,1.006,0.034,normal
2025-09-21 08:10:00,45.93,1.024,0.026,normal
2025-09-21 08:11:00,46.24,1.008,0.036,normal
2025-09-21 08:12:00,46.86,1.0,0.035,abnormal
2025-09-21 08:13:00,47.43,1.023,0.034,normal
2025-09-21 08:14:00,47.19,1.025,0.031,normal
2025-09-21 08:15:00,46.06,1.031,0.041,abnormal
2025-09-21 08:16:00,46.5,1.021,0.033,normal
2025-09-21 08:17:00,50.54,1.015,0.027,abnormal
2025-09-21 08:18:00,48.54,1.016,0.028,normal
2025-09-21 08:19:00,48.02,1.026,0.036,normal
2025-09-21 08:20:00,48.49,1.022,0.034,normal
2025-09-21 08:21:00,46.22,1.037,0.039,normal
2025-09-21 08:22:00,47.4,1.023,0.042,abnormal
2025-09-21 08:23:00,46.49,1.037,0.035,normal
2025-09-21 08:24:00,47.48,1.032,0.032,normal
2025-09-21 08:25:00,45.91,1.041,0.023,normal
2025-09-21 08:26:00,46.93,1.041,0.03,normal
2025-09-21 08:27:00,45.54,1.029,0.032,normal
2025-09-21 08:28:00,48.5,1.037,0.037,normal
2025-09-21 08:29:00,49.38,1.015,0.036,normal
2025-09-21 08:30:00,47.23,1.045,0.025,normal
2025-09-21 08:31:00,47.45,1.054,0.032,abnormal
2025-09-21 08:32:00,47.92,1.05,0.033,normal
2025-09-21 08:33:00,48.32,1.021,0.03,normal
2025-09-21 08:34:00,49.06,1.023,0.027,normal
2025-09-21 08:35:00,47.6,1.019,0.033,normal
2025-09-21 08:36:00,48.5,1.035,0.037,normal
2025-09-21 08:37:00,46.42,1.037,0.035,normal
2025-09-21 08:38:00,47.51,1.016,0.038,normal
2025-09-21 08:39:00,47.16,1.112,0.03,abnormal
2025-09-21 08:40:00,56.87,1.049,0.031,abnormal
2025-09-21 08:41:00,49.21,1.022,0.028,normal
2025-09-21 08:42:00,47.2,1.016,0.026,normal
2025-09-21 08:43:00,47.86,1.022,0.027,normal
2025-09-21 08:44:00,47.82,1.03,0.032,normal
2025-09-21 08:45:00,46.58,1.029,0.041,abnormal
2025-09-21 08:46:00,46.76,1.004,0.031,normal
2025-09-21 08:47:00,46.49,0.999,0.072,abnormal
2025-09-21 08:48:00,47.37,1.026,0.042,abnormal
2025-09-21 08:49:00,49.26,1.017,0.035,normal
2025-09-21 08:50:00,49.91,1.014,0.027,normal
2025-09-21 08:51:00,48.26,1.008,0.035,normal
2025-09-21 08:52:00,46.35,1.03,0.037,normal
2025-09-21 08:53:00,47.77,1.008,0.026,normal
2025-09-21 08:54:00,48.89,1.022,0.024,normal
2025-09-21 08:55:00,48.67,1.044,0.029,normal
2025-09-21 08:56:00,46.94,1.026,0.03,normal
2025-09-21 08:57:00,47.39,1.026,0.028,normal
2025-09-21 08:58:00,48.78,1.01,0.085,abnormal
2025-09-21 08:59:00,46.34,1.006,0.051,abnormal
2025-09-21 09:00:00,46.84,1.026,0.033,normal
2025-09-21 09:01:00,46.48,1.022,0.032,normal
2025-09-21 09:02:00,48.89,1.024,0.026,normal
2025-09-21 09:03:00,46.99,1.04,0.028,normal
2025-09-21 09:04:00,46.33,1.037,0.037,normal
2025-09-21 09:05:00,48.22,1.028,0.034,normal
2025-09-21 09:06:00,46.74,1.027,0.031,normal
2025-09-21 09:07:00,45.56,1.028,0.035,normal
2025-09-21 09:08:00,48.27,0.993,0.037,abnormal
2025-09-21 09:09:00,48.45,1.021,0.035,normal
2025-09-21 09:10:00,46.36,1.001,0.038,normal
2025-09-21 09:11:00,47.9,0.998,0.033,abnormal
2025-09-21 09:12:00,48.86,1.016,0.033,normal
2025-09-21 09:13:00,46.57,1.023,0.03,normal
2025-09-21 09:14:00,48.36,1.025,0.03,normal
2025-09-21 09:15:00,48.09,1.033,0.025,normal
2025-09-21 09:16:00,45.84,1.029,0.021,normal
2025-09-21 09:17:00,47.9,1.034,0.029,normal
2025-09-21 09:18:00,38.81,1.034,0.033,abnormal
2025-09-21 09:19:00,44.98,1.013,0.034,abnormal
2025-09-21 09:20:00,45.12,1.021,0.034,normal
2025-09-21 09:21:00,46.02,1.031,0.029,normal
2025-09-21 09:22:00,45.73,1.02,0.022,normal
2025-09-21 09:23:00,45.25,1.005,0.064,abnormal
2025-09-21 09:24:00,52.36,1.022,0.04,abnormal
2025-09-21 09:25:00,48.07,1.108,0.024,abnormal
2025-09-21 09:26:00,40.07,1.069,0.022,abnormal
2025-09-21 09:27:00,45.02,1.025,0.023,normal
2025-09-21 09:28:00,47.62,1.02,0.021,normal
2025-09-21 09:29:00,47.69,1.034,0.029,normal
2025-09-21 09:30:00,47.03,1.037,0.028,normal
2025-09-21 09:31:00,47.61,1.026,0.028,normal
2025-09-21 09:32:00,38.6,1.013,0.113,abnormal
2025-09-21 09:33:00,45.95,1.02,0.057,abnormal
2025-09-21 09:34:00,45.98,1.039,0.045,abnormal
2025-09-21 09:35:00,47.45,1.015,0.037,normal
2025-09-21 09:36:00,53.01,1.017,0.028,abnormal
2025-09-21 09:37:00,48.95,1.083,0.021,abnormal
2025-09-21 09:38:00,49.17,1.03,0.026,normal
2025-09-21 09:39:00,47.07,1.012,0.022,normal
2025-09-21 09:40:00,48.62,1.015,0.035,normal
2025-09-21 09:41:00,47.79,1.027,0.029,normal
2025-09-21 09:42:00,48.86,1.023,0.033,normal
2025-09-21 09:43:00,47.45,1.003,0.029,abnormal
2025-09-21 09:44:00,46.07,1.014,0.033,normal
2025-09-21 09:45:00,48.37,1.009,0.034,normal
2025-09-21 09:46:00,46.73,1.026,0.022,normal
2025-09-21 09:47:00,48.32,1.031,0.027,normal
2025-09-21 09:48:00,48.96,1.039,0.029,normal
2025-09-21 09:49:00,49.34,1.033,0.033,normal
2025-09-21 09:50:00,49.26,1.047,0.032,normal
2025-09-21 09:51:00,48.04,1.015,0.027,normal
2025-09-21 09:52:00,48.26,1.031,0.023,normal
2025-09-21 09:53:00,46.97,1.03,0.029,normal
2025-09-21 09:54:00,46.95,1.028,0.035,normal
2025-09-21 09:55:00,47.89,1.019,0.034,normal
2025-09-21 09:56:00,47.0,1.011,0.029,normal
2025-09-21 09:57:00,47.72,1.002,0.03,normal
2025-09-21 09:58:00,44.59,1.018,0.03,abnormal
2025-09-21 09:59:00,47.98,1.012,0.036,normal
2025-09-21 10:00:00,46.19,1.018,0.038,normal
2025-09-21 10:01:00,48.72,1.007,0.024,normal
2025-09-21 10:02:00,46.18,1.02,0.025,normal
2025-09-21 10:03:00,48.2,1.075,0.029,abnormal
2025-09-21 10:04:00,49.06,1.055,0.028,abnormal
2025-09-21 10:05:00,47.75,1.032,0.032,normal
2025-09-21 10:06:00,47.38,1.029,0.028,normal
2025-09-21 10:07:00,48.4,1.024,0.078,abnormal
2025-09-21 10:08:00,47.5,1.021,0.042,abnormal
2025-09-21 10:09:00,45.77,1.02,0.036,normal
2025-09-21 10:10:00,48.21,1.016,0.03,normal
2025-09-21 10:11:00,46.64,1.036,0.033,normal
2025-09-21 10:12:00,47.93,1.021,0.026,normal
2025-09-21 10:13:00,46.1,1.07,0.025,abnormal
2025-09-21 10:14:00,45.25,1.036,0.039,normal
2025-09-21 10:15:00,47.09,1.034,0.034,normal
2025-09-21 10:16:00,46.53,1.02,0.027,normal
2025-09-21 10:17:00,47.31,1.118,0.03,abnormal
2025-09-21 10:18:00,47.72,1.072,0.027,abnormal
2025-09-21 10:19:00,48.7,1.044,0.029,normal
2025-09-21 10:20:00,46.49,1.032,0.037,normal
2025-09-21 10:21:00,47.45,1.028,0.035,normal
2025-09-21 10:22:00,48.66,1.015,0.034,normal
2025-09-21 10:23:00,46.72,1.025,0.028,normal
2025-09-21 10:24:00,47.8,1.037,0.024,normal
2025-09-21 10:25:00,46.7,1.02,0.034,normal
2025-09-21 10:26:00,47.67,1.016,0.029,normal
2025-09-21 10:27:00,46.74,1.015,0.028,normal
2025-09-21 10:28:00,48.06,1.021,0.03,abnormal
2025-09-21 10:29:00,47.0,1.04,0.047,abnormal
2025-09-21 10:30:00,46.78,1.026,0.042,abnormal
2025-09-21 10:31:00,48.47,1.025,0.033,normal
2025-09-21 10:32:00,48.52,1.037,0.033,normal
2025-09-21 10:33:00,49.49,1.027,0.029,normal
2025-09-21 10:34:00,49.07,1.031,0.025,normal
2025-09-21 10:35:00,47.19,1.041,0.026,normal
2025-09-21 10:36:00,55.69,1.037,0.034,abnormal
2025-09-21 10:37:00,48.73,1.027,0.031,normal
2025-09-21 10:38:00,49.16,1.019,0.034,normal
2025-09-21 10:39:00,49.95,1.119,0.037,abnormal
2025-09-21 10:40:00,49.28,1.07,0.028,abnormal
2025-09-21 10:41:00,46.64,1.053,0.034,abnormal
2025-09-21 10:42:00,46.19,1.033,0.024,normal
2025-09-21 10:43:00,48.55,1.015,0.026,normal
2025-09-21 10:44:00,48.05,1.026,0.027,normal
2025-09-21 10:45:00,47.46,1.032,0.035,normal
2025-09-21 10:46:00,47.09,1.033,0.031,normal
2025-09-21 10:47:00,47.1,1.02,0.025,normal
2025-09-21 10:48:00,48.08,1.026,0.028,normal
2025-09-21 10:49:00,48.71,1.035,0.029,normal
2025-09-21 10:50:00,49.29,1.019,0.025,normal
2025-09-21 10:51:00,46.4,1.027,0.03,normal
2025-09-21 10:52:00,45.55,1.005,0.031,normal
2025-09-21 10:53:00,47.04,1.02,0.033,normal
2025-09-21 10:54:00,48.49,1.013,0.028,normal
2025-09-21 10:55:00,46.3,1.008,0.103,abnormal
2025-09-21 10:56:00,46.63,1.01,0.054,abnormal
2025-09-21 10:57:00,45.62,1.106,0.043,abnormal
2025-09-21 10:58:00,47.51,1.059,0.041,abnormal
2025-09-21 10:59:00,45.65,1.037,0.04,abnormal
2025-09-21 11:00:00,47.84,1.02,0.037,normal
2025-09-21 11:01:00,47.6,1.019,0.036,normal
2025-09-21 11:02:00,46.09,1.078,0.03,abnormal
2025-09-21 11:03:00,46.24,1.026,0.026,normal
2025-09-21 11:04:00,46.76,1.028,0.024,normal
2025-09-21 11:05:00,47.74,1.041,0.031,normal
2025-09-21 11:06:00,47.45,1.054,0.026,abnormal
2025-09-21 11:07:00,47.61,1.026,0.025,normal
2025-09-21 11:08:00,47.37,1.035,0.028,normal
2025-09-21 11:09:00,46.95,1.034,0.028,normal
2025-09-21 11:10:00,48.33,1.025,0.028,normal
2025-09-21 11:11:00,41.63,1.016,0.035,abnormal
2025-09-21 11:12:00,46.86,1.014,0.032,normal
2025-09-21 11:13:00,47.1,1.015,0.029,normal
2025-09-21 11:14:00,48.32,1.079,0.035,abnormal
2025-09-21 11:15:00,49.57,1.063,0.04,abnormal
2025-09-21 11:16:00,47.84,1.054,0.038,abnormal
2025-09-21 11:17:00,49.13,1.037,0.032,normal
2025-09-21 11:18:00,44.88,1.031,0.03,abnormal
2025-09-21 11:19:00,47.83,1.049,0.098,abnormal
2025-09-21 11:20:00,47.53,1.024,0.052,abnormal
2025-09-21 11:21:00,46.1,1.103,0.03,abnormal
2025-09-21 11:22:00,46.66,0.986,0.11,abnormal
2025-09-21 11:23:00,48.75,1.008,0.052,abnormal
2025-09-21 11:24:00,48.95,1.01,0.041,abnormal
2025-09-21 11:25:00,46.21,1.025,0.035,normal
2025-09-21 11:26:00,47.61,1.008,0.025,normal
2025-09-21 11:27:00,46.09,1.024,0.03,normal
2025-09-21 11:28:00,46.29,1.03,0.034,normal
2025-09-21 11:29:00,47.79,1.018,0.029,normal
2025-09-21 11:30:00,48.04,1.018,0.031,normal
2025-09-21 11:31:00,48.89,1.029,0.113,abnormal
2025-09-21 11:32:00,49.48,1.046,0.063,abnormal
2025-09-21 11:33:00,48.05,1.034,0.042,abnormal
2025-09-21 11:34:00,48.18,1.017,0.032,normal
2025-09-21 11:35:00,46.39,1.003,0.098,abnormal
2025-09-21 11:36:00,45.46,1.012,0.055,abnormal
2025-09-21 11:37:00,45.65,1.015,0.043,abnormal
2025-09-21 11:38:00,45.45,1.011,0.036,normal
2025-09-21 11:39:00,47.22,1.016,0.03,normal
2025-09-21 11:40:00,45.61,1.023,0.024,normal
2025-09-21 11:41:00,46.64,1.023,0.029,normal
2025-09-21 11:42:00,48.71,1.032,0.037,normal
2025-09-21 11:43:00,47.4,1.035,0.031,normal
2025-09-21 11:44:00,48.85,1.046,0.024,normal
2025-09-21 11:45:00,46.53,1.02,0.032,normal
2025-09-21 11:46:00,48.7,1.098,0.024,abnormal
2025-09-21 11:47:00,48.3,1.04,0.024,normal
2025-09-21 11:48:00,40.37,1.034,0.029,abnormal
2025-09-21 11:49:00,44.81,1.021,0.03,abnormal
2025-09-21 11:50:00,47.03,1.013,0.026,normal
2025-09-21 11:51:00,48.33,1.029,0.027,normal
2025-09-21 11:52:00,47.71,1.045,0.026,normal
2025-09-21 11:53:00,47.02,1.037,0.028,normal
2025-09-21 11:54:00,47.57,1.055,0.03,abnormal
2025-09-21 11:55:00,46.89,1.018,0.036,normal
2025-09-21 11:56:00,48.65,1.019,0.037,normal
2025-09-21 11:57:00,47.43,1.019,0.031,normal
2025-09-21 11:58:00,47.9,1.03,0.032,normal
2025-09-21 11:59:00,46.98,1.032,0.022,normal
2025-09-21 12:00:00,47.16,1.016,0.025,normal
2025-09-21 12:01:00,47.02,1.007,0.024,normal
2025-09-21 12:02:00,45.87,1.002,0.029,normal
2025-09-21 12:03:00,45.95,1.007,0.025,normal
2025-09-21 12:04:00,47.19,1.001,0.025,normal
2025-09-21 12:05:00,52.45,1.009,0.027,abnormal
2025-09-21 12:06:00,50.03,1.02,0.034,abnormal
2025-09-21 12:07:00,49.68,1.027,0.026,normal
2025-09-21 12:08:00,48.7,1.032,0.024,normal
2025-09-21 12:09:00,47.38,1.042,0.033,normal
2025-09-21 12:10:00,46.75,1.044,0.034,normal
2025-09-21 12:11:00,45.79,1.05,0.029,normal
2025-09-21 12:12:00,45.87,1.021,0.03,normal
2025-09-21 12:13:00,54.03,1.024,0.026,abnormal
2025-09-21 12:14:00,47.58,1.026,0.032,normal
2025-09-21 12:15:00,47.87,1.008,0.024,normal
2025-09-21 12:16:00,46.62,1.026,0.03,normal
2025-09-21 12:17:00,47.75,1.045,0.069,abnormal
2025-09-21 12:18:00,49.39,1.026,0.036,normal
2025-09-21 12:19:00,47.08,1.029,0.027,normal
2025-09-21 12:20:00,47.51,1.015,0.032,normal
2025-09-21 12:21:00,48.01,1.026,0.029,normal
2025-09-21 12:22:00,48.33,1.019,0.036,normal
2025-09-21 12:23:00,47.44,1.02,0.028,normal
2025-09-21 12:24:00,48.51,1.03,0.028,normal
2025-09-21 12:25:00,46.54,1.038,0.027,normal
2025-09-21 12:26:00,46.71,1.011,0.034,normal
2025-09-21 12:27:00,45.82,1.018,0.027,normal
2025-09-21 12:28:00,47.33,1.04,0.034,normal
2025-09-21 12:29:00,48.21,1.028,0.022,normal
2025-09-21 12:30:00,47.22,1.024,0.021,normal
2025-09-21 12:31:00,46.66,1.023,0.028,normal
2025-09-21 12:32:00,46.85,1.008,0.027,normal
2025-09-21 12:33:00,47.45,1.026,0.025,normal
2025-09-21 12:34:00,48.49,1.016,0.023,normal
2025-09-21 12:35:00,47.85,1.015,0.029,normal
2025-09-21 12:36:00,47.87,1.035,0.108,abnormal
2025-09-21 12:37:00,48.53,1.027,0.058,abnormal
2025-09-21 12:38:00,48.83,0.934,0.037,abnormal
2025-09-21 12:39:00,48.99,0.989,0.025,abnormal
2025-09-21 12:40:00,48.35,1.0,0.027,abnormal
2025-09-21 12:41:00,47.25,1.006,0.021,normal
2025-09-21 12:42:00,46.88,1.007,0.019,abnormal
2025-09-21 12:43:00,47.45,1.02,0.024,normal
2025-09-21 12:44:00,47.28,1.011,0.023,normal
2025-09-21 12:45:00,47.91,1.013,0.031,normal
2025-09-21 12:46:00,46.24,1.028,0.024,normal
2025-09-21 12:47:00,47.7,1.021,0.023,normal
2025-09-21 12:48:00,42.66,1.005,0.024,abnormal
2025-09-21 12:49:00,44.61,1.001,0.024,abnormal
2025-09-21 12:50:00,46.56,1.001,0.031,normal
2025-09-21 12:51:00,48.64,1.012,0.026,normal
2025-09-21 12:52:00,47.19,1.02,0.028,normal
2025-09-21 12:53:00,46.9,1.038,0.035,normal
2025-09-21 12:54:00,45.93,1.042,0.032,normal
2025-09-21 12:55:00,46.95,1.011,0.031,normal
2025-09-21 12:56:00,47.33,1.015,0.06,abnormal
2025-09-21 12:57:00,47.83,1.034,0.045,abnormal
2025-09-21 12:58:00,47.08,1.029,0.037,normal
2025-09-21 12:59:00,48.34,1.025,0.025,normal
2025-09-21 13:00:00,40.37,1.037,0.029,abnormal
2025-09-21 13:01:00,45.65,1.024,0.033,normal
2025-09-21 13:02:00,47.99,1.035,0.037,normal
2025-09-21 13:03:00,47.09,1.014,0.027,normal
2025-09-21 13:04:00,47.24,1.025,0.026,normal
2025-09-21 13:05:00,54.58,1.026,0.035,abnormal
2025-09-21 13:06:00,47.45,1.012,0.032,normal
2025-09-21 13:07:00,48.75,0.998,0.035,abnormal
2025-09-21 13:08:00,47.25,1.011,0.028,normal
2025-09-21 13:09:00,47.44,1.029,0.029,normal
2025-09-21 13:10:00,49.1,1.026,0.024,normal
2025-09-21 13:11:00,48.54,1.035,0.03,normal
2025-09-21 13:12:00,46.79,1.012,0.035,normal
2025-09-21 13:13:00,46.94,1.024,-0.034,abnormal
2025-09-21 13:14:00,47.46,1.068,0.013,abnormal
2025-09-21 13:15:00,46.38,1.047,0.025,normal
2025-09-21 13:16:00,48.31,1.035,0.021,normal
2025-09-21 13:17:00,48.46,1.043,0.03,normal
2025-09-21 13:18:00,47.96,1.038,0.02,normal
2025-09-21 13:19:00,47.66,1.037,0.025,normal
2025-09-21 13:20:00,45.77,1.034,0.08,abnormal
2025-09-21 13:21:00,47.18,1.035,0.045,abnormal
2025-09-21 13:22:00,48.64,1.039,0.03,normal
2025-09-21 13:23:00,49.04,1.027,0.026,normal
2025-09-21 13:24:00,47.39,1.034,0.033,normal
